,Foundation,1stFlrSF,KitchenQual,Fireplaces,HeatingQC,FullBath,BsmtQual,OpenPorchSF,GarageYrBlt,ExterQual,OverallQual,BsmtFinType1,YearBuilt,GarageArea,TotRmsAbvGrd,GarageCars,GrLivArea,YearRemodAdd,LotFrontage,Fence,SalePrice
214,CBlock,689,TA,0,Ex,1,Gd,36,1977.0,TA,6,GLQ,1977,299,6,1,1392,1977,,MnPrv,161750
215,CBlock,1236,Gd,1,TA,1,TA,0,1957.0,TA,5,BLQ,1957,447,6,1,1236,1996,72.0,MnPrv,134450
216,PConc,1436,Gd,0,Ex,2,Gd,98,2004.0,Gd,7,GLQ,2004,484,8,2,1436,2004,65.0,,210000
217,CBlock,810,TA,0,Fa,1,TA,172,1940.0,TA,4,Unf,1925,210,8,1,1328,1950,57.0,,107000
218,CBlock,1137,Gd,2,Ex,1,TA,119,1939.0,Gd,7,BLQ,1939,431,8,2,1954,2006,,,311500
219,PConc,1248,Gd,0,Ex,2,Gd,0,2005.0,Gd,7,GLQ,2005,438,5,2,1248,2006,43.0,,167240
220,PConc,1498,Gd,0,Ex,2,Gd,33,2006.0,Gd,7,Unf,2006,675,5,2,1498,2006,73.0,,204900
221,PConc,1010,Gd,1,Ex,2,Gd,46,2002.0,Gd,6,Unf,2002,390,8,2,2267,2002,,,200000
222,CBlock,811,TA,1,TA,2,Gd,208,1975.0,TA,6,ALQ,1975,434,6,2,1552,1975,85.0,MnPrv,179900
223,CBlock,864,TA,0,Gd,1,TA,0,1989.0,TA,4,ALQ,1971,576,4,2,864,1971,70.0,,97000
224,PConc,2392,Ex,1,Ex,2,Ex,105,2003.0,Ex,10,GLQ,2003,968,8,3,2392,2003,103.0,,386250
225,CBlock,630,TA,0,TA,2,TA,0,1991.0,TA,5,Unf,1971,280,6,1,1302,1971,21.0,,112000
226,PConc,1214,Gd,1,Ex,2,Gd,114,1995.0,Gd,7,GLQ,1995,721,9,3,2520,1995,82.0,,290000
227,CBlock,483,TA,0,TA,1,TA,0,1987.0,TA,6,Rec,1970,280,5,1,987,1970,21.0,,106000
228,CBlock,912,TA,1,TA,1,TA,0,1974.0,TA,5,ALQ,1967,336,5,1,912,1967,70.0,MnPrv,125000
229,PConc,1555,Gd,1,Ex,2,Gd,20,2005.0,Gd,7,GLQ,2005,430,7,2,1555,2006,43.0,,192500
230,CBlock,1194,TA,0,TA,1,TA,0,1959.0,TA,6,Unf,1959,312,6,1,1194,1959,73.0,,148000
231,PConc,1490,Ex,1,Ex,2,Gd,146,1995.0,Gd,8,GLQ,1995,810,9,3,2794,1996,174.0,,403000
232,CBlock,483,TA,1,TA,1,TA,0,1972.0,TA,6,Unf,1972,288,5,1,987,1972,21.0,,94500
233,CBlock,894,TA,0,TA,1,TA,0,1976.0,TA,5,LwQ,1976,308,5,1,894,1976,75.0,MnPrv,128200
234,PConc,860,Gd,2,Ex,2,Gd,48,2002.0,Gd,6,GLQ,2002,440,8,2,1960,2002,,,216500
235,CBlock,483,TA,0,TA,1,TA,0,1971.0,TA,6,ALQ,1971,264,5,1,987,1971,21.0,,89500
236,PConc,1414,Gd,0,Ex,2,Gd,105,2004.0,Gd,7,GLQ,2004,494,6,2,1414,2004,65.0,,185500
237,PConc,1014,Gd,0,Ex,2,Gd,70,1993.0,Gd,7,BLQ,1993,457,7,2,1744,2003,,,194500
238,PConc,1694,Gd,0,Ex,2,Ex,228,2007.0,Ex,8,Unf,2007,818,7,3,1694,2007,93.0,,318000
239,CBlock,798,TA,1,TA,1,TA,140,1949.0,TA,6,LwQ,1945,220,7,1,1487,1950,52.0,MnPrv,113000
240,PConc,1566,Gd,0,Ex,2,Gd,168,2008.0,Gd,8,GLQ,2008,750,7,2,1566,2008,75.0,,262500
241,CBlock,866,Gd,0,Gd,1,TA,42,,TA,5,ALQ,1945,0,4,0,866,1997,40.0,,110500
242,BrkTil,889,TA,0,Gd,1,TA,0,1940.0,TA,5,Unf,1900,352,6,1,1440,1950,63.0,,79000
243,CBlock,626,TA,1,TA,1,Gd,28,1980.0,TA,6,Unf,1980,288,6,1,1217,1980,75.0,,120000
244,PConc,1222,Gd,2,Ex,2,Gd,130,1994.0,Gd,7,GLQ,1994,463,8,2,2110,2002,,,205000
245,CBlock,1872,TA,1,Gd,2,Gd,39,1988.0,TA,7,GLQ,1988,604,6,2,1872,1988,80.0,,241500
246,Stone,908,Fa,0,Gd,2,Fa,60,1910.0,TA,6,Unf,1910,440,9,1,1928,1950,69.0,,137000
247,CBlock,1375,TA,1,Ex,1,TA,30,1954.0,TA,6,Unf,1954,451,5,2,1375,1954,75.0,,140000
248,PConc,840,Gd,0,Ex,2,Gd,68,2003.0,Gd,7,Unf,2003,500,8,2,1668,2003,72.0,,180000
249,CBlock,1444,Gd,2,Gd,2,Gd,98,1958.0,Gd,6,Rec,1958,389,7,2,2144,2006,,,277000
250,CBlock,1306,Fa,0,Ex,1,TA,0,,TA,3,Unf,1940,0,6,0,1306,1966,55.0,GdWo,76500
251,PConc,1625,Gd,1,Ex,2,Gd,0,2006.0,Gd,8,GLQ,2006,538,5,2,1625,2007,44.0,,235000
252,PConc,798,Gd,0,Ex,2,Gd,45,2004.0,Gd,6,Unf,2004,520,6,2,1640,2004,65.0,,173000
253,CBlock,1302,Gd,0,Ex,2,Gd,0,1964.0,TA,6,LwQ,1964,309,7,1,1302,1991,85.0,MnPrv,158000
254,CBlock,1314,TA,0,TA,1,TA,0,1957.0,TA,5,Rec,1957,294,5,1,1314,1957,70.0,,145000
255,PConc,1005,Gd,1,Ex,2,Gd,0,1999.0,Gd,7,Unf,1999,429,8,2,2291,1999,66.0,,230000
256,PConc,864,Gd,0,Ex,2,Gd,56,2003.0,Gd,6,Rec,2003,673,7,2,1728,2003,64.0,,207500
257,PConc,1604,Gd,1,Ex,2,Gd,110,2006.0,Gd,7,GLQ,2006,660,8,2,1604,2006,68.0,,220000
258,PConc,963,Gd,1,Ex,2,Gd,96,2001.0,Gd,7,GLQ,2001,564,7,2,1792,2001,80.0,,231500
259,PConc,882,TA,0,Gd,1,,45,1956.0,TA,5,,1956,308,4,1,882,1956,70.0,,97000
260,CBlock,1382,TA,1,TA,1,TA,0,1991.0,TA,6,Rec,1962,884,6,2,1382,1962,120.0,GdWo,176000
261,PConc,1482,Ex,1,Ex,2,Ex,148,2007.0,Gd,8,Unf,2007,868,10,3,2574,2007,69.0,,276000
262,CBlock,1212,TA,1,TA,1,Gd,12,1978.0,TA,6,ALQ,1977,492,6,2,1212,1995,88.0,GdWo,151000
263,BrkTil,926,TA,0,TA,1,TA,0,1974.0,TA,5,LwQ,1929,484,6,2,1316,2001,50.0,,130000
264,BrkTil,764,TA,0,Gd,1,Fa,0,1965.0,TA,5,Unf,1925,504,4,2,764,2004,30.0,,73000
265,CBlock,1422,Gd,1,TA,2,Gd,0,1981.0,TA,6,GLQ,1981,576,7,2,1422,1981,78.0,GdPrv,175500
266,PConc,802,TA,1,Gd,2,Gd,75,1997.0,TA,6,GLQ,1997,413,8,2,1511,1997,70.0,,185000
267,PConc,1052,Gd,1,Ex,2,TA,24,1939.0,TA,5,LwQ,1939,240,8,1,2192,1997,60.0,,179500
268,CBlock,778,TA,1,Ex,1,TA,25,1966.0,TA,5,ALQ,1940,924,4,1,778,1955,71.0,,120500
269,CBlock,1113,TA,1,TA,1,TA,30,1987.0,TA,6,BLQ,1976,504,6,1,1113,1976,,GdPrv,148000
270,PConc,1095,Gd,1,Gd,2,Gd,51,2006.0,Gd,8,Unf,2006,1053,8,3,1939,2006,84.0,,266000
271,CBlock,1363,TA,2,Ex,1,Gd,0,1954.0,TA,7,LwQ,1954,439,5,2,1363,2005,73.0,,241500
272,PConc,1164,Gd,1,Ex,2,Gd,57,1999.0,Gd,8,GLQ,1999,671,9,3,2270,2007,92.0,,290000
273,CBlock,1632,TA,1,Gd,2,TA,0,1958.0,TA,6,Rec,1958,338,6,1,1632,1988,80.0,MnPrv,139000
274,CBlock,816,TA,0,TA,1,TA,0,1982.0,TA,5,ALQ,1982,264,5,1,816,1982,76.0,,124500
275,BrkTil,952,Ex,0,Gd,2,TA,0,1978.0,Gd,7,Unf,1925,672,5,2,1548,2007,55.0,,205000
276,PConc,1560,Gd,0,Ex,2,Ex,150,2003.0,Gd,7,Unf,2003,573,7,2,1560,2003,129.0,,201000
277,CBlock,864,TA,0,Ex,1,TA,0,1951.0,TA,4,LwQ,1951,400,4,2,864,1951,140.0,,141000
278,PConc,2121,Ex,1,Ex,2,Ex,98,2007.0,Ex,9,Unf,2006,732,8,3,2121,2007,107.0,,415298
279,CBlock,1156,TA,1,Ex,2,Gd,117,1977.0,TA,7,BLQ,1977,505,8,2,2022,1977,83.0,,192000
280,CBlock,1175,Gd,1,Gd,2,Gd,84,1989.0,Gd,7,GLQ,1989,575,7,2,1982,1989,82.0,,228500
281,PConc,1262,Gd,0,Gd,2,Gd,120,2006.0,Gd,6,GLQ,2006,572,5,2,1262,2006,60.0,,185000
282,PConc,1314,Gd,1,Ex,2,Gd,62,2008.0,Gd,7,GLQ,2007,626,6,2,1314,2008,34.0,,207500
283,PConc,1468,Gd,1,Ex,2,Gd,150,2008.0,Gd,8,Unf,2008,898,6,3,1468,2009,74.0,,244600
284,PConc,1575,Gd,0,Gd,2,Gd,0,1992.0,Gd,6,GLQ,1992,529,5,2,1575,1992,50.0,,179200
285,PConc,625,Gd,0,Ex,2,Gd,54,2006.0,Gd,7,Unf,2006,528,5,2,1250,2007,35.0,,164700
286,CBlock,1085,Gd,1,TA,1,TA,0,1962.0,TA,6,Rec,1962,440,7,2,1734,1981,77.0,GdPrv,159000
287,CBlock,858,TA,0,TA,1,TA,0,,TA,4,BLQ,1971,0,5,0,858,1971,,,88000
288,CBlock,900,TA,0,TA,1,TA,0,1970.0,TA,5,BLQ,1967,280,5,1,900,1967,,MnPrv,122000
289,BrkTil,698,TA,0,Ex,1,TA,0,2003.0,TA,6,Unf,1915,384,7,1,1396,2003,60.0,,153575
290,PConc,1079,Gd,1,Ex,2,Gd,51,2006.0,Gd,8,Unf,2006,685,8,2,1919,2006,120.0,,233230
291,PConc,936,Fa,0,Ex,2,TA,184,,TA,5,Rec,1912,0,9,0,1716,2000,55.0,,135900
292,CBlock,1148,TA,1,Gd,1,TA,0,1949.0,TA,5,LwQ,1949,281,8,1,1716,2008,60.0,,131000
293,CBlock,1468,Gd,1,Fa,2,TA,250,1977.0,TA,7,ALQ,1977,539,9,2,2263,1994,,,235000
294,CBlock,1644,TA,2,TA,1,TA,0,1953.0,TA,6,GLQ,1953,418,7,2,1644,1953,80.0,,167000
295,CBlock,1003,TA,0,TA,1,TA,0,1984.0,TA,6,GLQ,1984,588,6,2,1003,1984,37.0,GdPrv,142500
296,CBlock,910,TA,0,TA,1,TA,0,1950.0,TA,5,BLQ,1950,282,6,1,1558,1950,75.0,MnPrv,152000
297,PConc,975,Gd,1,Ex,2,Gd,10,1997.0,Gd,7,BLQ,1997,576,7,2,1950,1998,66.0,,239000
298,CBlock,1041,TA,1,Gd,1,TA,0,1968.0,Gd,6,ALQ,1968,539,7,2,1743,1968,90.0,,175000
299,CBlock,1152,Gd,1,Ex,1,TA,36,1950.0,TA,6,Unf,1950,300,6,1,1152,2004,80.0,GdPrv,158500
300,CBlock,1336,TA,2,TA,1,TA,0,1953.0,TA,5,BLQ,1953,375,5,1,1336,1953,90.0,,157000
301,PConc,1210,Gd,1,Ex,2,Gd,50,1998.0,Gd,8,GLQ,1998,683,9,2,2452,1999,66.0,,267000
302,PConc,1541,Gd,1,Ex,2,Gd,81,2001.0,Gd,7,Unf,2001,843,6,3,1541,2002,118.0,,205000
303,PConc,894,TA,0,TA,1,TA,0,1975.0,TA,5,ALQ,1972,552,5,2,894,1972,70.0,GdWo,149900
304,BrkTil,1675,Gd,1,Ex,3,TA,0,2003.0,TA,7,Unf,1880,870,10,3,3493,2002,87.0,,295000
305,PConc,2000,Gd,0,Ex,2,Gd,0,2004.0,Gd,8,GLQ,2004,888,8,3,2000,2005,80.0,,305900
306,CBlock,1122,Gd,1,Gd,2,Gd,44,1990.0,Gd,7,ALQ,1990,746,8,3,2243,1991,116.0,,225000
307,CBlock,1035,Fa,0,TA,1,TA,144,,TA,6,Unf,1920,0,6,0,1406,1950,,MnPrv,89500
308,CBlock,861,TA,0,Ex,1,TA,0,1961.0,TA,4,BLQ,1940,539,4,2,861,1950,,,82500
309,PConc,1944,Ex,3,Ex,2,Ex,175,2003.0,Gd,9,GLQ,2003,708,8,3,1944,2004,90.0,,360000
310,PConc,697,Gd,1,Gd,2,Gd,63,1993.0,TA,6,ALQ,1993,420,6,2,1501,1994,,,165600
311,CBlock,972,TA,1,Ex,1,TA,0,1948.0,TA,6,ALQ,1948,240,5,1,972,2002,50.0,,132000
312,CBlock,793,TA,1,TA,1,Gd,0,1939.0,TA,5,Rec,1939,410,5,2,1118,1950,65.0,MnPrv,119900
313,CBlock,2036,TA,2,TA,2,Gd,0,1965.0,TA,7,ALQ,1965,513,8,2,2036,1965,150.0,,375000
314,BrkTil,832,Ex,1,Ex,1,TA,0,1925.0,TA,7,LwQ,1925,546,6,2,1641,1990,60.0,,178000
315,PConc,716,Gd,1,Ex,2,Gd,51,2004.0,Gd,7,GLQ,2004,432,6,2,1432,2005,71.0,,188500
316,CBlock,1153,Ex,1,TA,2,Gd,195,1983.0,Gd,7,GLQ,1980,484,10,2,2353,1980,94.0,GdPrv,260000
317,PConc,1088,Gd,1,Ex,2,Gd,46,2006.0,Gd,8,Unf,2006,1025,8,3,1959,2006,75.0,,270000
318,PConc,1372,Gd,1,Ex,2,Gd,60,1993.0,Gd,7,GLQ,1993,656,9,3,2646,1993,90.0,,260000
319,CBlock,1472,TA,2,TA,2,Gd,48,1980.0,TA,7,GLQ,1980,588,6,2,1472,1980,,,187500
320,PConc,1249,Gd,0,Ex,3,Ex,154,2006.0,TA,9,Unf,2006,840,9,3,2596,2006,111.0,,342643
321,PConc,1136,Gd,1,Ex,2,Ex,154,2004.0,Gd,8,GLQ,2004,872,10,3,2468,2004,99.0,,354000
322,CBlock,1553,Gd,1,Ex,2,TA,96,1987.0,Gd,7,LwQ,1986,576,8,2,2730,1987,86.0,MnPrv,301000
323,CBlock,1163,TA,0,Ex,1,TA,98,1955.0,TA,3,ALQ,1955,220,6,1,1163,2005,49.0,,126175
324,CBlock,1898,Gd,1,Ex,2,Gd,0,1961.0,Gd,7,Unf,1967,564,11,2,2978,2007,96.0,,242000
325,CBlock,803,TA,0,Po,1,TA,0,1941.0,TA,5,BLQ,1941,360,5,2,803,1950,50.0,,87000
326,PConc,1719,Gd,2,Ex,1,Gd,30,1993.0,Gd,8,GLQ,1993,473,6,2,1719,1993,32.0,,324000
327,CBlock,1383,TA,0,TA,1,TA,45,1960.0,TA,6,Rec,1960,292,7,1,1383,1960,80.0,,145250
328,BrkTil,1445,Gd,0,Gd,2,TA,60,1930.0,TA,6,Unf,1916,441,10,2,2134,1994,,,214500
329,PConc,596,TA,0,TA,1,TA,0,1920.0,TA,5,Unf,1920,189,6,1,1192,1950,60.0,GdWo,78000
330,CBlock,1728,TA,0,TA,2,TA,0,2002.0,TA,5,GLQ,1964,352,10,1,1728,1964,,,119000
331,CBlock,1056,TA,0,Fa,1,TA,0,1958.0,TA,5,Rec,1958,308,6,1,1056,1992,70.0,,139000
332,PConc,1629,Gd,1,Ex,2,Gd,0,2003.0,Gd,8,GLQ,2003,880,7,3,1629,2004,85.0,,284000
333,PConc,1358,Gd,1,Ex,2,Gd,30,2004.0,Gd,7,GLQ,2004,484,6,2,1358,2004,59.0,,207000
334,PConc,943,TA,2,Gd,2,Gd,38,1998.0,TA,6,GLQ,1998,472,7,2,1638,1998,59.0,,192000
335,CBlock,1619,TA,2,Ex,2,TA,0,1965.0,TA,5,ALQ,1965,529,7,2,1786,1965,,,228950
336,PConc,1922,Gd,1,Ex,2,Ex,51,2005.0,Gd,9,GLQ,2005,676,8,3,1922,2006,86.0,,377426
337,PConc,1536,Gd,0,Ex,2,Gd,74,2002.0,Gd,7,GLQ,2002,532,7,2,1536,2003,70.0,,214000
338,CBlock,1621,Gd,0,Ex,2,Gd,45,1984.0,Gd,7,ALQ,1984,440,8,2,1621,1998,91.0,,202500
339,CBlock,1215,TA,0,TA,1,TA,0,1958.0,TA,6,Rec,1958,297,6,1,1215,1998,66.0,,155000
340,PConc,993,Gd,0,Ex,2,Gd,0,2002.0,Gd,8,Unf,2002,431,9,2,1908,2002,85.0,,202900
341,CBlock,841,TA,0,Gd,1,TA,0,1950.0,Fa,4,Unf,1950,294,4,1,841,1950,60.0,,82000
342,Slab,1040,TA,0,Fa,2,,0,1949.0,TA,3,,1949,400,6,2,1040,1950,,,87500
343,PConc,1684,Ex,1,Ex,2,Ex,72,2005.0,Ex,9,GLQ,2005,564,6,2,1684,2005,63.0,,266000
344,CBlock,536,TA,0,TA,1,Gd,0,1976.0,TA,5,Rec,1976,336,4,1,1112,1976,36.0,,85000
345,BrkTil,972,Fa,1,Gd,1,TA,0,1939.0,TA,6,Unf,1939,312,6,1,1577,1950,65.0,,140200
346,CBlock,958,TA,0,TA,1,TA,0,1960.0,TA,6,BLQ,1960,301,5,1,958,1998,,,151500
347,CBlock,1478,TA,2,Ex,2,TA,40,1960.0,TA,6,BLQ,1960,498,6,2,1478,1960,,,157500
348,PConc,764,Gd,0,Ex,2,Gd,27,2003.0,Gd,7,GLQ,2003,474,6,2,1626,2004,36.0,,154000
349,PConc,1848,Ex,2,Ex,2,Ex,0,2006.0,Ex,9,GLQ,2005,706,10,3,2728,2006,56.0,,437154
350,PConc,1869,Ex,1,Ex,2,Ex,54,2007.0,Ex,9,Unf,2007,617,6,2,1869,2007,68.0,,318061
351,PConc,1453,Gd,1,Gd,1,Gd,80,1986.0,TA,7,GLQ,1986,445,6,2,1453,1986,,,190000
352,CBlock,616,TA,0,TA,1,TA,0,1941.0,TA,5,LwQ,1941,200,5,1,1111,1950,60.0,,95000
353,BrkTil,720,TA,0,Gd,1,TA,0,2005.0,TA,6,Unf,1928,484,5,2,720,2003,60.0,,105900
354,CBlock,1192,TA,2,Ex,1,TA,0,1940.0,TA,6,LwQ,1940,240,6,1,1595,2000,60.0,,140000
355,PConc,1200,Gd,0,Ex,2,Gd,26,1995.0,Gd,6,ALQ,1995,521,6,2,1200,1995,105.0,,177500
356,PConc,1167,Gd,0,Gd,2,Gd,26,1992.0,TA,6,GLQ,1992,400,6,2,1167,1992,,,173000
357,PConc,1142,TA,1,TA,1,Gd,90,1976.0,TA,5,ALQ,1976,528,6,2,1142,1976,44.0,MnPrv,134000
358,CBlock,1352,Gd,0,Ex,1,TA,0,1958.0,TA,5,BLQ,1958,288,6,1,1352,1958,92.0,,130000
359,PConc,1086,Gd,1,Ex,2,Gd,75,1998.0,Gd,8,GLQ,1998,592,7,2,1924,1998,78.0,,280000
360,CBlock,912,TA,1,Ex,1,Gd,0,1978.0,TA,6,GLQ,1978,470,5,2,912,1978,,MnPrv,156000
361,CBlock,988,TA,0,Gd,1,TA,0,1940.0,TA,5,Rec,1940,240,8,1,1505,1982,,,145000
362,Slab,495,Gd,1,Ex,3,,0,2003.0,Gd,7,,2003,672,7,2,1922,2003,64.0,,198500
363,CBlock,483,Gd,0,Gd,1,TA,0,1972.0,TA,6,ALQ,1972,264,5,1,987,2007,21.0,,118000
364,PConc,790,TA,1,TA,2,Gd,111,1976.0,TA,6,GLQ,1976,566,6,2,1574,1976,,,190000
365,CBlock,672,TA,0,Gd,1,TA,128,1964.0,TA,5,Rec,1920,468,6,1,1344,1997,59.0,,147000
366,CBlock,1394,TA,2,Gd,1,Gd,76,1963.0,TA,6,BLQ,1963,514,6,2,1394,1963,,,159000
367,CBlock,1431,TA,1,Gd,1,Gd,110,1962.0,TA,6,GLQ,1962,296,6,1,1431,1962,101.0,,165000
368,PConc,1268,TA,1,Gd,1,TA,98,1954.0,TA,5,LwQ,1954,244,7,1,1268,1954,78.0,,132000
369,CBlock,1287,Gd,1,Ex,1,TA,17,1997.0,TA,5,ALQ,1959,576,7,2,1287,2006,,,162000
370,PConc,953,TA,1,Ex,2,Gd,40,2000.0,TA,6,Unf,2000,460,7,2,1664,2000,,,172400
371,CBlock,1120,TA,1,TA,2,,59,1991.0,TA,4,,1959,680,7,2,1588,1959,80.0,,134432
372,CBlock,752,TA,0,TA,1,Gd,0,1984.0,TA,6,ALQ,1984,264,4,1,752,1984,50.0,MnPrv,125000
373,PConc,1319,TA,0,TA,1,TA,0,1953.0,TA,5,BLQ,1953,270,5,1,1319,1953,79.0,GdWo,123000
374,PConc,847,Gd,1,Ex,2,Gd,48,2003.0,Gd,7,Unf,2003,434,8,2,1928,2004,65.0,,219500
375,BrkTil,904,Fa,0,Gd,0,Fa,0,,Fa,1,BLQ,1922,0,4,0,904,1950,,,61000
376,PConc,914,TA,0,Ex,1,Gd,0,1998.0,Gd,5,GLQ,1996,576,5,2,914,1996,57.0,,148000
377,PConc,1580,Gd,1,Ex,3,Gd,214,2004.0,Gd,8,Unf,2004,610,8,2,2466,2005,102.0,,340000
378,PConc,1856,Ex,1,Ex,1,Ex,0,2010.0,Gd,9,GLQ,2010,834,8,3,1856,2010,88.0,,394432
379,PConc,1007,TA,1,Ex,2,Gd,63,2000.0,TA,6,Unf,2000,463,7,2,1800,2000,60.0,,179000
380,BrkTil,1026,Gd,1,TA,2,TA,0,1924.0,TA,5,LwQ,1924,308,6,1,1691,1950,50.0,,127000
381,PConc,1301,Gd,1,Ex,2,Gd,121,2006.0,Gd,7,Unf,2006,572,5,2,1301,2006,60.0,,187750
382,PConc,939,Gd,0,Ex,2,Gd,53,2006.0,Gd,7,Unf,2006,639,8,2,1797,2006,79.0,,213500
383,BrkTil,784,TA,0,TA,1,Fa,0,1950.0,TA,6,Unf,1928,360,5,2,784,1950,60.0,,76000
384,PConc,1079,Gd,2,Ex,2,Gd,231,1992.0,Gd,6,GLQ,1992,501,9,2,1953,1992,,,240000
385,PConc,1269,Gd,1,Ex,2,Gd,20,2004.0,Gd,8,GLQ,2004,430,6,2,1269,2005,43.0,,192000
386,PConc,658,TA,0,TA,1,TA,151,,TA,5,Unf,1910,0,8,0,1184,1996,58.0,,81000
387,CBlock,1125,TA,1,Ex,1,TA,0,1977.0,TA,6,ALQ,1976,352,6,1,1125,1976,72.0,GdWo,125000
388,PConc,1479,Gd,0,Ex,2,Gd,25,1999.0,Gd,7,Unf,1999,577,6,2,1479,2000,93.0,,191000
389,PConc,1742,Ex,1,Ex,2,Ex,134,2008.0,Ex,10,GLQ,2007,846,9,3,2332,2008,96.0,,426000
390,BrkTil,961,TA,0,Ex,1,TA,130,1978.0,TA,5,Rec,1900,384,7,1,1367,1950,50.0,MnPrv,119000
391,PConc,804,Gd,1,Ex,2,Ex,192,2001.0,TA,6,ALQ,2001,560,7,2,1961,2002,71.0,,215000
392,Slab,882,TA,0,TA,1,,0,1959.0,TA,5,,1959,294,5,1,882,1959,,MnPrv,106500
393,CBlock,788,TA,2,TA,1,TA,0,,TA,4,Rec,1941,0,4,0,788,1950,,GdWo,100000
394,CBlock,735,TA,0,Gd,1,TA,39,1940.0,TA,5,Unf,1940,240,5,1,1034,1950,60.0,,109000
395,CBlock,1144,TA,0,TA,1,TA,0,1956.0,TA,5,BLQ,1956,596,6,1,1144,1956,68.0,,129000
396,CBlock,894,TA,0,TA,1,TA,0,1985.0,TA,5,Rec,1972,600,6,2,894,1972,60.0,,123000
397,CBlock,876,TA,1,TA,2,TA,168,1962.0,TA,5,ALQ,1962,264,8,1,1812,1962,69.0,,169500
398,BrkTil,1077,TA,0,Gd,1,Fa,0,1920.0,TA,5,Unf,1920,338,6,1,1077,1950,60.0,,67000
399,PConc,1112,Gd,0,Ex,2,Gd,168,2007.0,Gd,7,GLQ,2006,438,7,2,1550,2007,65.0,,241000
400,PConc,1288,Ex,2,Ex,1,Gd,30,1996.0,Gd,8,GLQ,1996,500,4,2,1288,1996,38.0,,245500
401,PConc,1310,Gd,1,Ex,2,Gd,0,2005.0,Gd,7,GLQ,2005,400,6,2,1310,2005,65.0,,164990
402,PConc,672,TA,0,Ex,1,TA,0,1940.0,TA,5,Unf,1940,240,4,1,672,1997,60.0,GdPrv,108000
403,PConc,1165,Gd,1,Gd,2,Gd,123,1998.0,Gd,8,Unf,1998,420,10,2,2263,1998,93.0,,258000
404,PConc,806,TA,1,Gd,2,Gd,40,1995.0,TA,6,Unf,1995,373,7,2,1572,1996,,,168000
405,CBlock,1620,TA,1,Ex,2,TA,78,1993.0,TA,4,BLQ,1976,490,8,2,1620,1993,,GdWo,150000
406,BrkTil,1166,TA,0,Ex,1,TA,0,1936.0,TA,6,Unf,1936,240,6,1,1639,1950,51.0,,115000
407,BrkTil,840,TA,0,Ex,2,Gd,0,1960.0,TA,6,Unf,1915,308,8,1,1680,1976,63.0,,177000
408,PConc,1071,Gd,1,Ex,2,Ex,62,2006.0,Gd,7,Unf,2006,947,9,3,2172,2006,109.0,,280000
409,PConc,1050,Ex,1,Ex,2,Ex,102,2008.0,Gd,8,GLQ,2007,836,8,3,2078,2008,85.0,,339750
410,CBlock,1276,TA,0,TA,1,TA,0,1958.0,TA,5,Unf,1958,350,5,1,1276,1958,68.0,,60000
411,CBlock,1056,TA,0,TA,1,TA,0,1955.0,TA,5,Rec,1955,572,5,2,1056,1955,100.0,,145000
412,PConc,1478,Gd,1,Ex,2,Ex,144,2009.0,Ex,7,GLQ,2009,484,7,2,1478,2009,,,222000
413,CBlock,1028,TA,1,Gd,1,TA,0,1927.0,TA,5,Unf,1927,360,5,2,1028,1950,56.0,,115000
414,PConc,1080,Gd,1,Ex,2,Gd,187,1993.0,Gd,7,BLQ,1993,678,9,3,2097,1993,59.0,,228000
415,PConc,1340,Gd,0,Ex,2,Gd,30,2007.0,Gd,7,GLQ,2007,396,6,2,1340,2007,73.0,,181134
416,CBlock,672,TA,1,TA,1,TA,0,1978.0,TA,6,ALQ,1978,440,6,2,1400,1978,74.0,,149500
417,BrkTil,1370,TA,1,TA,2,Gd,0,1918.0,TA,6,BLQ,1918,864,10,3,2624,1950,86.0,,239000
418,BrkTil,756,TA,0,Fa,1,TA,0,1940.0,TA,5,ALQ,1940,240,7,1,1134,1950,60.0,,126000
419,CBlock,1056,TA,1,Ex,1,TA,85,1968.0,TA,5,BLQ,1968,304,6,1,1056,1968,65.0,,142000
420,PConc,1344,TA,0,Ex,2,Gd,0,1997.0,TA,7,GLQ,1997,784,8,4,1344,1998,78.0,,206300
421,CBlock,1602,Gd,1,Gd,2,Gd,0,1977.0,Gd,6,ALQ,1977,529,8,2,1602,2000,,,215000
422,CBlock,988,TA,0,Ex,1,TA,0,1954.0,TA,5,Unf,1954,520,4,2,988,1954,100.0,,113000
423,PConc,1470,Gd,1,Gd,2,Gd,66,1998.0,Gd,8,GLQ,1998,696,8,3,2630,1998,80.0,,315000
424,CBlock,1196,TA,1,Gd,1,Gd,44,1956.0,TA,6,LwQ,1956,297,6,1,1196,1956,72.0,,139000
425,CBlock,707,TA,2,Gd,1,TA,0,1947.0,TA,7,Unf,1946,240,6,1,1389,1992,60.0,,135000
426,PConc,1644,Gd,1,Gd,2,Gd,0,1989.0,Gd,7,GLQ,1989,569,5,2,1644,1989,,,275000
427,CBlock,907,TA,0,Ex,1,TA,0,1964.0,TA,4,Rec,1957,352,5,1,907,1957,77.0,,109008
428,PConc,1208,Gd,0,Ex,2,Gd,54,2007.0,Gd,7,GLQ,2007,628,6,2,1208,2007,64.0,,195400
429,CBlock,1412,Gd,1,TA,2,Gd,0,1988.0,TA,6,GLQ,1988,576,6,2,1412,1988,130.0,,175000
